,alloy_name,phases,phase_code,R_delta,S_config,VEC,R_cov_delta,density_avg,E_delta,G_delta,B_delta,EN_Allen_avg,Vm_delta,E_coh_avg,E_coh_delta,H_ch_M_L_R,H_el_M_S_R
166,Al0.10CoCrFeMnNi,FCC,1,0.17417883,0.631692847,0.645668196,0.124695465,0.462888516,0.195061079,0.130727805,0.332190581,0.756247648,0.081820989,0.321946177,0.291379623,0.744883041,0.019695281
167,Al0.158CuMnNi,FCC,1,0.186043037,0.32727957,0.803754059,0.100773767,0.480810813,0.334467831,0.166801798,0.447140041,0.811189996,0.140806707,0.249753714,0.358280769,0.788011696,0.036417689
168,Al0.20CoCrFeMnNi,FCC,1,0.192064587,0.65717309,0.632296781,0.122207189,0.453453682,0.229014108,0.146582513,0.342783149,0.751132729,0.12170936,0.319825527,0.292951222,0.72002924,0.033444816
169,Al0.25CoCrCu0.75FeNiTi0.5,FCC,1,0.264755175,0.769492241,0.659574468,0.280161416,0.44432321,0.35896086,0.232695537,0.192853841,0.715642566,0.272032955,0.354924284,0.183001202,0.696637427,0.142697882
170,Al0.25CoCrFeNi,FCC,1,0.161929134,0.528898165,0.651230705,0.114627417,0.459123101,0.277964297,0.16857501,0.127956779,0.758081964,0.159868275,0.363558931,0.100397666,0.70662768,0.051282051
171,Al0.25CoFeNi,FCC,1,0.186221099,0.357597111,0.735951991,0.02566875,0.48002882,0.236597869,0.113944562,0.152717992,0.821295309,0.192231965,0.371657413,0.109562677,0.728557505,0.064288369
172,Al0.2CrCuFeNi2,FCC,1,0.133311844,0.469372325,0.768685215,0.100731821,0.484228705,0.323816719,0.212502535,0.146266233,0.793110341,0.125197164,0.34091199,0.17571376,0.872807018,0.034559643
173,Al0.375CoCrFeNi,FCC,1,0.1949655,0.551096463,0.631205674,0.111342579,0.445213217,0.315306017,0.187932018,0.163877453,0.750430247,0.194722396,0.359219315,0.120393306,0.675925926,0.070234114
174,Al0.38CoCrFeMnNi,FCC,1,0.217625901,0.68568232,0.609480872,0.117904545,0.437354838,0.279466596,0.171139766,0.360232402,0.742405042,0.170205131,0.31620702,0.295312949,0.680311891,0.054998142
175,Al0.3CoCrCuFeNi,FCC,1,0.159472548,0.674992754,0.726482002,0.089129514,0.473858786,0.332128487,0.221599978,0.170535267,0.775629098,0.151430917,0.33680507,0.177900941,0.871345029,0.044593088
176,Al0.4CrCuFeNi2,FCC,1,0.180412601,0.507120659,0.738376675,0.096921785,0.465267536,0.36456518,0.231781309,0.185677961,0.781894101,0.17917037,0.336125337,0.187263713,0.82334308,0.059085842
177,Al0.5CoCrCuFeNi,FCC,1,0.197812548,0.697468151,0.698259188,0.08550125,0.455619454,0.369927428,0.239796176,0.20561258,0.765252471,0.194790017,0.332254791,0.188362527,0.825779727,0.066889632
178,Al0.5CoCrCuFeNiTi0.2,FCC,1,0.237244774,0.76085285,0.676993903,0.179256687,0.444638495,0.38339085,0.247470924,0.216258136,0.743021266,0.240060668,0.337083728,0.197432965,0.764376218,0.104422148
179,Al0.5CoCrCuFeNiV0.2,FCC,1,0.197076894,0.76085285,0.681970885,0.154584125,0.449559958,0.372469888,0.243617279,0.201038983,0.751227416,0.195631953,0.339938217,0.217038804,0.802631579,0.070977332
180,Al0.6CrCuFeNi2,FCC,1,0.212605268,0.529940485,0.710233029,0.093286619,0.447660736,0.399499503,0.248786881,0.217545854,0.771479021,0.214950671,0.331680589,0.196812886,0.780701754,0.080267559
181,Al0.8CrCuFeNi2,FCC,1,0.236527366,0.543800184,0.684030325,0.089813932,0.431268198,0.430030548,0.263969799,0.244374718,0.761782222,0.240650556,0.327542374,0.20478509,0.743908382,0.098104794
182,Al1.125CuFe0.75NiTi1.125,FCC,1,0.350988628,0.578999592,0.514184397,0.394282575,0.318201073,0.580067427,0.275787065,0.330216172,0.61305637,0.349418465,0.334055488,0.296304025,0.367202729,0.257153475
183,AlCuFeNiTi,FCC,1,0.351282073,0.585938385,0.546099291,0.374589812,0.33827544,0.55806208,0.269380727,0.315131361,0.636833689,0.349241122,0.335470322,0.283417566,0.42714425,0.248606466
184,AlCuNiTi,FCC,1,0.335553042,0.428746695,0.517730496,0.425669781,0.308105055,0.591168404,0.259167755,0.345858377,0.599413646,0.352603142,0.327069747,0.320071229,0.275584795,0.262356001
185,CoCrCu0.5FeNi,FCC,1,0.027955091,0.565971567,0.738376675,0.107156662,0.49755248,0.229663415,0.162028756,0.06652307,0.78478145,0.012085926,0.357085836,0.120370268,0.886695906,0.004459309
186,CoCrCuFeNi,FCC,1,0.038596487,0.585938385,0.773049645,0.094917964,0.503953685,0.261053335,0.189166815,0.097485085,0.792750533,0.009959045,0.344313032,0.157697133,0.953703704,0.003716091
187,CoCrCuFeNiTi0.5,FCC,1,0.231998824,0.697468151,0.711154094,0.281263754,0.471109,0.315837898,0.216809635,0.150071149,0.732651677,0.238634972,0.355728167,0.177895559,0.789230019,0.11557042
188,CoCrFeMnNi,FCC,1,0.152405215,0.585938385,0.659574468,0.127258091,0.472700744,0.154183555,0.112609259,0.320867166,0.761567164,0.016265626,0.324151652,0.289598808,0.77168616,0.005202527
189,CoCrFeMnNiV0.25,FCC,1,0.154161996,0.666811272,0.639311044,0.193766706,0.463663748,0.182220847,0.130736187,0.31138175,0.742708651,0.052009955,0.334965024,0.313308132,0.744395712,0.016350799
190,CoCrFeNi,FCC,1,0,0.428746695,0.695035461,0.12160983,0.489550974,0.178006555,0.119336465,0,0.774820096,0.014113208,0.37305184,0.034790725,0.781432749,0.005574136
191,CoCrFeNi,FCC,1,0,0.428746695,0.695035461,0.12160983,0.489550974,0.178006555,0.119336465,0,0.774820096,0.014113208,0.37305184,0.034790725,0.781432749,0.005574136
192,CoCrFeNiTi,FCC,1,0.328318146,0.585938385,0.574468085,0.396352432,0.420173209,0.337477717,0.209388452,0.172657004,0.646188699,0.336723586,0.392417376,0.094804976,0.483674464,0.239687848
193,CoCuFeMnNi,FCC,1,0.147957404,0.585938385,0.80141844,0.079224978,0.506777746,0.208413097,0.111239552,0.337241484,0.823933902,0.011277899,0.302575439,0.320853099,0.917641326,0.002229654
194,CoCuFeMnNiSn0.03,FCC,1,0.18025584,0.604885012,0.7971885,0.08898569,0.506166896,0.221265961,0.11791938,0.337303126,0.823896705,0.159987168,0.301769575,0.321915167,0.916910331,0.03604608
195,CoCuFeNi,FCC,1,0.044560224,0.428746695,0.872340426,0.009225101,0.532147228,0.239414433,0.127002929,0.107851531,0.852778518,0.004952727,0.346081574,0.179608222,1,0.001114827
196,CoCuFeNiSn0.02,FCC,1,0.106013566,0.445970543,0.868459123,0.024618107,0.531511463,0.249058848,0.132002822,0.110243486,0.852603984,0.144432459,0.345192904,0.182970126,0.999512671,0.030471944
197,CoCuFeNiSn0.04,FCC,1,0.14498234,0.458206733,0.864616249,0.038320208,0.530881992,0.25834281,0.13682455,0.112570306,0.852431179,0.21945553,0.344313032,0.186228844,0.999025341,0.059457451
198,CoCuFeNiSn0.05,FCC,1,0.161024539,0.463550969,0.862709045,0.044664082,0.530569589,0.262859943,0.139173522,0.113710256,0.852345416,0.249302521,0.343876355,0.187821204,0.998781676,0.073578595
199,CoFeNi,FCC,1,0.0016302,0.22609136,0.80141844,0.021362958,0.52234146,0,0,0.00482978,0.848880597,0,0.384989499,0,0.847222222,0
200,CoFeNiSi0.25,FCC,1,0.092648873,0.357597111,0.746863066,0.033950234,0.477349583,0.152658125,0.077861029,0.104529989,0.85847548,0.090729507,0.388526583,0.014409401,0.708820663,0.025641026
201,CoFeNiV,FCC,1,0.114736235,0.428746695,0.659574468,0.382664878,0.462487056,0.243122561,0.119990195,0.022248681,0.728045043,0.136681678,0.426550238,0.171286489,0.621345029,0.062058714
202,CrCuFeMoNi,FCC,1,0.163310496,0.585938385,0.687943262,0.334134014,0.529181964,0.46562203,0.205607179,0.23391938,0.677372068,0.205256453,0.430264176,0.536752873,0.986598441,0.166852471
203,CuMnNiZn,FCC,1,0.215554335,0.428746695,0.943262411,0.083132406,0.478019392,0.430611932,0.197789369,0.525811816,0.735840885,0.202081944,0.151541948,0.81602049,0.749512671,0.082868822
204,CuMnNiZn0.75,FCC,1,0.208715265,0.423814117,0.924349882,0.088437078,0.483934231,0.405094658,0.188260416,0.510183141,0.754291045,0.187338986,0.171585424,0.744825472,0.765838207,0.07172055
205,Al0.25CuMnNiZn1.75,FCC+BCC,3,0.230788887,0.496790681,0.936170213,0.065326102,0.439423892,0.510053108,0.231080856,0.555039657,0.682049574,0.23602089,0.109450647,0.934972254,0.690545809,0.112597547
206,Al0.333CuMnNi,FCC+BCC,3,0.211281467,0.377632906,0.758946107,0.094855254,0.454110124,0.388044733,0.191899092,0.457173126,0.794340108,0.201502508,0.247754244,0.350254464,0.721247563,0.065031587
207,Al0.3CrFe1.5MnNi0.5,FCC+BCC,3,0.226777876,0.496003969,0.544120073,0.061918904,0.408036314,0.28733168,0.173110862,0.393019391,0.707830242,0.150899756,0.298043036,0.309896085,0.738547758,0.044221479
208,Al0.43CoCrFeMnNi,FCC+BCC,3,0.223588664,0.691136194,0.60341157,0.116747534,0.433072355,0.291742431,0.177261695,0.364747782,0.740083374,0.180586827,0.315244454,0.295872907,0.670321637,0.060572278
209,Al0.49CoCrFeMnNi,FCC+BCC,3,0.23021968,0.696647852,0.596274335,0.115380058,0.428036341,0.305691918,0.184278678,0.369992189,0.737353193,0.191806817,0.314112519,0.296494466,0.658869396,0.067261241
210,Al0.56CoCrFeMnNi,FCC+BCC,3,0.237313765,0.701860784,0.588142252,0.113812754,0.422298366,0.321016432,0.192056642,0.375882937,0.734242457,0.203463692,0.312822805,0.297153823,0.645955166,0.074321813
211,Al0.5CoCrCu0.5FeNiTi0.5,FCC+BCC,3,0.290999597,0.786246694,0.607994842,0.279013287,0.417537419,0.398975536,0.248038066,0.230276599,0.698633456,0.296797158,0.354120402,0.187983177,0.607212476,0.167967298
212,Al0.5CoCrCuFeNiTi0.4,FCC+BCC,3,0.266212709,0.787674464,0.657170333,0.240110725,0.434402009,0.39521936,0.254307129,0.225499552,0.722297261,0.271911303,0.341585281,0.20448838,0.711013645,0.136752137
213,Al0.5CoCrCuFeNiTi0.6,FCC+BCC,3,0.288506311,0.801435185,0.638646669,0.284448436,0.424836768,0.405654912,0.260417122,0.233568266,0.702932207,0.295405867,0.345791649,0.209999216,0.664717349,0.164251208
214,Al0.5CoCrCuFeNiV0.4,FCC+BCC,3,0.19617216,0.787674464,0.666786873,0.201821629,0.443911277,0.374474081,0.246938977,0.196692834,0.738153211,0.195955938,0.347100734,0.238239424,0.782407407,0.074321813
215,Al0.5CoCrFeNi,FCC+BCC,3,0.220056631,0.565971567,0.612293144,0.108183776,0.432076103,0.347713585,0.205045917,0.1934315,0.743203625,0.220747841,0.355120789,0.136549698,0.648635478,0.087328131
216,Al0.5CoFeNi,FCC+BCC,3,0.247183709,0.404436143,0.679837893,0.027883516,0.443760842,0.340716483,0.165210359,0.22530139,0.797650777,0.258612253,0.36022991,0.155315089,0.643031189,0.110739502
217,Al0.62CoCrFeMnNi,FCC+BCC,3,0.242905281,0.705433443,0.581333131,0.112492743,0.417493869,0.333431424,0.198407925,0.380747182,0.731637788,0.212416876,0.311742907,0.297665712,0.635721248,0.079895949
218,Al0.68CoCrFeMnNi,FCC+BCC,3,0.24809288,0.708288817,0.574667865,0.111193722,0.412790875,0.345252517,0.204494886,0.385449393,0.729088148,0.220548124,0.310685824,0.298131125,0.625730994,0.085470085
219,Al0.75CoCrFeMnNi,FCC+BCC,3,0.253685474,0.710825872,0.56706753,0.109703991,0.407428099,0.358367331,0.211291157,0.390740651,0.72618082,0.229132401,0.309480443,0.298618555,0.614766082,0.091415831
220,Al0.75CoCrFeNi,FCC+BCC,3,0.256196656,0.581803445,0.577454274,0.102213925,0.407876157,0.402104238,0.234348277,0.240844097,0.729891426,0.256989749,0.347570873,0.161465667,0.60331384,0.11557042
221,Al0.75CoFeNi,FCC+BCC,3,0.282489288,0.423814117,0.631205674,0.028763713,0.412328595,0.414551032,0.201520478,0.276464188,0.777158849,0.294172715,0.350326075,0.184534091,0.580653021,0.144184318
222,Al0.81CoCrFeMnNi,FCC+BCC,3,0.258122727,0.712400017,0.560698722,0.108448584,0.402934285,0.369082433,0.216876302,0.395117224,0.723744582,0.235812514,0.308470377,0.298991301,0.605994152,0.096618357
223,Al0.88CoCrFeMnNi,FCC+BCC,3,0.262923526,0.713618762,0.553432721,0.107008318,0.397807414,0.381025446,0.223134734,0.400047139,0.720965145,0.242911563,0.30731802,0.29937656,0.596003899,0.102192493
224,Al0.8CoCrCuFeNi,FCC+BCC,3,0.236527366,0.712173283,0.659574468,0.080370913,0.430618989,0.417314876,0.263376874,0.247583218,0.751029336,0.236782791,0.326017769,0.200849061,0.769249513,0.094760312
225,Al0.95CoCrFeMnNi,FCC+BCC,3,0.267356518,0.71424756,0.546337684,0.105593564,0.392801176,0.392418967,0.229137007,0.404796562,0.718251106,0.249348781,0.306192777,0.299711361,0.586744639,0.10739502
226,Al1.2CrCuFeNi2,FCC+BCC,3,0.269712212,0.555103178,0.636696408,0.083311889,0.401655871,0.481264678,0.290059383,0.287801011,0.744265424,0.274472034,0.320066891,0.217144328,0.684697856,0.127090301
227,Al1.3CoCrCuFeNi,FCC+BCC,3,0.27592573,0.710605644,0.603287178,0.072556204,0.394242651,0.479444002,0.295443807,0.3003263,0.730334298,0.276616761,0.316942738,0.215644605,0.698099415,0.128948346
228,Al1.5CoCrCuFeNi,FCC+BCC,3,0.286552979,0.70484495,0.583196945,0.069658763,0.381259097,0.500033384,0.30634231,0.317370581,0.722947761,0.286583756,0.31370365,0.220037672,0.676169591,0.1393534
229,Al1.8CoCrCuFeNi,FCC+BCC,3,0.298936543,0.692938977,0.55527743,0.065530659,0.363215775,0.527437119,0.321056243,0.339773672,0.712682648,0.297543192,0.30920227,0.225407497,0.648391813,0.152359718
230,Al1CoCrCuFeNi,FCC+BCC,3,0.255040732,0.714373348,0.635933806,0.077141266,0.415340927,0.444274282,0.277137993,0.270736863,0.74233742,0.255965291,0.322206256,0.207524851,0.737816764,0.109996284
231,Al2.0CoCrCuFeNi,FCC+BCC,3,0.305358845,0.683454422,0.537993921,0.062913125,0.352046099,0.543735441,0.329922391,0.352955766,0.706328054,0.302842215,0.306415702,0.228312297,0.633040936,0.15942029
232,Al2.3CoCrCuFeNi,FCC+BCC,3,0.312892396,0.667662824,0.51384436,0.059172004,0.336439156,0.565689223,0.342005987,0.370553423,0.697449032,0.308556171,0.302522141,0.231841832,0.613547758,0.168338907
233,Al2.5CoCrCuFeNi,FCC+BCC,3,0.316790362,0.656407145,0.498817967,0.056792684,0.326728168,0.578875726,0.3493453,0.38103834,0.691924307,0.311198709,0.30009948,0.233728531,0.602582846,0.173169825
234,AlCoCrCuFeMnNiTiV,FCC+BCC,3,0.294297781,1,0.517730496,0.343690096,0.369214597,0.435843339,0.275520892,0.352101414,0.628864606,0.295364928,0.34254449,0.361821725,0.557992203,0.17539948
235,AlCoCrCuFeNi,FCC+BCC,3,0.255040732,0.714373348,0.635933806,0.077141266,0.415340927,0.444274282,0.277137993,0.270736863,0.74233742,0.255965291,0.322206256,0.207524851,0.737816764,0.109996284
236,AlCoCrCuFeNiTi,FCC+BCC,3,0.332729145,0.822963561,0.558257345,0.329257703,0.376386816,0.47570643,0.297642833,0.292442134,0.655098233,0.334774022,0.343302436,0.237504424,0.529239766,0.219992568
237,AlCoCrCuFeNiV,FCC+BCC,3,0.239114177,0.822963561,0.57852077,0.271625417,0.396424201,0.437467078,0.283140714,0.244963972,0.688508986,0.239543327,0.354924284,0.294173251,0.669346979,0.110739502
238,AlCoCuFeNi,FCC+BCC,3,0.272054909,0.585938385,0.687943262,0.013522838,0.420173209,0.473512538,0.236097773,0.294818817,0.780277186,0.283050571,0.319199735,0.230753004,0.718079922,0.129691564
239,AlCoCuFeNiSi,FCC+BCC,3,0.32769947,0.714373348,0.588652482,0.054420526,0.339718849,0.491107403,0.248021904,0.319524528,0.8125,0.264087114,0.337828378,0.23607473,0.567007797,0.12746191
